time,longitude,latitude,chla_fluorescence,raw_chla_fluorescence_frozen_test,raw_chla_fluorescence,chla_fluorescence_frozen_test
2018-02-22 22:19:44,13.9303,67.9989,0.165,1,0.55,1
2018-02-22 22:20:44,13.9341,67.9949,0.165,-1,0.55,-1
2018-02-22 22:21:44,13.9378,67.9909,0.165,-1,0.55,-1
2018-02-22 22:22:44,13.9417,67.987,0.165,-1,0.55,-1
2018-02-22 22:23:45,13.9454,67.983,0.15,1,0.5,1
2018-02-22 22:24:45,13.9491,67.979,0.165,1,0.55,1
2018-02-22 22:25:45,13.9529,67.975,0.15,1,0.5,1
2018-02-22 22:26:45,13.9567,67.9711,0.165,1,0.55,1
2018-02-22 22:27:45,13.9603,67.9671,0.15,1,0.5,1
2018-02-22 22:28:45,13.9639,67.9631,0.15,-1,0.5,-1
2018-02-22 22:29:45,13.9677,67.9592,0.15,-1,0.5,-1
2018-02-22 22:30:46,13.9715,67.9552,0.15,-1,0.5,-1
2018-02-22 22:31:46,13.9752,67.9512,0.15,-1,0.5,-1
2018-02-22 22:32:46,13.9789,67.9473,0.165,1,0.55,1
2018-02-22 22:33:46,13.9827,67.9433,0.15,1,0.5,1
2018-02-22 22:34:46,13.9864,67.9394,0.165,1,0.55,1
2018-02-22 22:35:46,13.9901,67.9355,0.165,-1,0.55,-1
2018-02-22 22:36:46,13.9939,67.9315,0.15,1,0.5,1
2018-02-22 22:37:46,13.9977,67.9276,0.15,-1,0.5,-1
2018-02-22 22:38:47,14.0013,67.9237,0.15,-1,0.5,-1
2018-02-22 22:39:47,14.0049,67.9198,0.15,-1,0.5,-1
2018-02-22 22:40:47,14.0086,67.9158,0.15,-1,0.5,-1
2018-02-22 22:41:47,14.0122,67.9119,0.15,-1,0.5,-1
2018-02-22 22:42:47,14.0159,67.908,0.15,-1,0.5,-1
2018-02-22 22:43:47,14.0196,67.9041,0.165,1,0.55,1
2018-02-22 22:44:48,14.0235,67.9001,0.165,-1,0.55,-1
2018-02-22 22:45:48,14.0273,67.8962,0.165,-1,0.55,-1
2018-02-22 22:46:48,14.0309,67.8922,0.165,-1,0.55,-1
2018-02-22 22:47:48,14.0346,67.8882,0.165,-1,0.55,-1
2018-02-22 22:48:48,14.0383,67.8843,0.165,-1,0.55,-1
2018-02-22 22:49:48,14.0419,67.8803,0.165,-1,0.55,-1
2018-02-22 22:50:48,14.0458,67.8762,0.165,-1,0.55,-1
2018-02-22 22:51:49,14.0499,67.8722,0.165,-1,0.55,-1
2018-02-22 22:52:49,14.0537,67.8681,0.15,1,0.5,1
2018-02-22 22:53:49,14.0574,67.8641,0.165,1,0.55,1
2018-02-22 22:54:49,14.0611,67.86,0.165,-1,0.55,-1
2018-02-22 22:55:49,14.065,67.8559,0.165,-1,0.55,-1
2018-02-22 22:56:49,14.0689,67.8517,0.15,1,0.5,1
2018-02-22 22:57:50,14.0728,67.8475,0.15,-1,0.5,-1
2018-02-22 22:58:50,14.0766,67.8434,0.15,-1,0.5,-1
2018-02-22 22:59:50,14.0805,67.8392,0.15,-1,0.5,-1
2018-02-22 23:00:50,14.0844,67.8351,0.15,-1,0.5,-1
2018-02-22 23:01:50,14.0883,67.8309,0.15,-1,0.5,-1
2018-02-22 23:02:50,14.0921,67.8268,0.15,-1,0.5,-1
2018-02-22 23:03:50,14.0959,67.8226,0.15,-1,0.5,-1
2018-02-22 23:04:51,14.0999,67.8184,0.15,-1,0.5,-1
2018-02-22 23:05:51,14.1038,67.8143,0.165,1,0.55,1
2018-02-22 23:06:51,14.1076,67.8102,0.15,1,0.5,1
2018-02-22 23:07:51,14.1115,67.8061,0.165,1,0.55,1
2018-02-22 23:08:51,14.1153,67.80199999999999,0.165,-1,0.55,-1
2018-02-22 23:09:51,14.1191,67.7978,0.165,-1,0.55,-1
2018-02-22 23:10:51,14.1231,67.7936,0.15,1,0.5,1
2018-02-22 23:11:52,14.127,67.7895,0.165,1,0.55,1
2018-02-22 23:12:52,14.130999999999998,67.7854,0.15,1,0.5,1
2018-02-22 23:13:52,14.1349,67.7812,0.165,1,0.55,1
2018-02-22 23:14:52,14.1387,67.7771,0.165,-1,0.55,-1
2018-02-22 23:15:52,14.1425,67.7729,0.15,1,0.5,1
2018-02-22 23:16:52,14.1463,67.7688,0.15,-1,0.5,-1
2018-02-22 23:17:52,14.1502,67.7646,0.165,1,0.55,1
2018-02-22 23:18:53,14.1542,67.7604,0.165,-1,0.55,-1
2018-02-22 23:19:53,14.158,67.7563,0.165,-1,0.55,-1
2018-02-22 23:20:53,14.1619,67.7522,0.15,1,0.5,1
2018-02-22 23:21:53,14.1656,67.748,0.165,1,0.55,1
2018-02-22 23:22:53,14.1693,67.7439,0.15,1,0.5,1
2018-02-22 23:23:53,14.1731,67.7398,0.165,1,0.55,1
2018-02-22 23:24:54,14.1771,67.7357,0.165,-1,0.55,-1
2018-02-22 23:25:54,14.181,67.7316,0.165,-1,0.55,-1
2018-02-22 23:26:54,14.1848,67.7276,0.165,-1,0.55,-1
2018-02-22 23:27:54,14.1884,67.7236,0.165,-1,0.55,-1
2018-02-22 23:28:54,14.1921,67.7196,0.15,1,0.5,1
2018-02-22 23:29:54,14.1959,67.7155,0.165,1,0.55,1
2018-02-22 23:30:55,14.1996,67.7115,0.165,-1,0.55,-1
2018-02-22 23:31:55,14.2033,67.7075,0.165,-1,0.55,-1
2018-02-22 23:32:55,14.2071,67.7035,0.165,-1,0.55,-1
2018-02-22 23:33:55,14.2109,67.6995,0.15,1,0.5,1
2018-02-22 23:34:55,14.2146,67.6955,0.165,1,0.55,1
2018-02-22 23:35:55,14.2183,67.6915,0.165,-1,0.55,-1
2018-02-22 23:36:55,14.2219,67.6875,0.165,-1,0.55,-1
2018-02-22 23:37:56,14.2259,67.6834,0.165,-1,0.55,-1
2018-02-22 23:38:56,14.2299,67.6795,0.15,1,0.5,1
2018-02-22 23:39:56,14.2334,67.6756,0.165,1,0.55,1
2018-02-22 23:40:56,14.2368,67.6716,0.165,-1,0.55,-1
2018-02-22 23:41:56,14.2405,67.6677,0.15,1,0.5,1
2018-02-22 23:42:56,14.244000000000002,67.6638,0.165,1,0.55,1
2018-02-22 23:43:56,14.2477,67.6599,0.165,-1,0.55,-1
2018-02-22 23:44:57,14.2513,67.6561,0.165,-1,0.55,-1
2018-02-22 23:45:57,14.2548,67.6523,0.165,-1,0.55,-1
2018-02-22 23:46:57,14.2584,67.6484,0.165,-1,0.55,-1
2018-02-22 23:47:57,14.2619,67.6446,0.165,-1,0.55,-1
2018-02-22 23:48:57,14.2655,67.6408,0.165,-1,0.55,-1
2018-02-22 23:49:57,14.269,67.637,0.165,-1,0.55,-1
2018-02-22 23:50:57,14.2724,67.6331,0.165,-1,0.55,-1
2018-02-22 23:51:58,14.2761,67.6292,0.165,-1,0.55,-1
2018-02-22 23:52:58,14.2797,67.6254,0.165,-1,0.55,-1
2018-02-22 23:53:58,14.2832,67.6215,0.165,-1,0.55,-1
2018-02-22 23:54:58,14.2868,67.6177,0.165,-1,0.55,-1
2018-02-22 23:55:58,14.2905,67.6139,0.15,1,0.5,1
2018-02-22 23:56:58,14.2941,67.61,0.165,1,0.55,1
2018-02-22 23:57:58,14.2976,67.6061,0.165,-1,0.55,-1
2018-02-22 23:58:58,14.3012,67.6021,0.165,-1,0.55,-1
2018-02-28 15:43:41,14.3011,67.6001,0.15,-1,0.5,-1
2018-02-28 15:44:41,14.2977,67.6042,0.165,-1,0.55,-1
2018-02-28 15:45:41,14.2943,67.6082,0.165,-1,0.55,-1
2018-02-28 15:46:41,14.2907,67.6124,0.15,-1,0.5,-1
2018-02-28 15:47:42,14.2872,67.6164,0.15,-1,0.5,-1
2018-02-28 15:48:42,14.2836,67.6205,0.15,-1,0.5,-1
2018-02-28 15:49:42,14.28,67.6246,0.165,-1,0.55,-1
2018-02-28 15:50:42,14.2766,67.6286,0.165,-1,0.55,-1
2018-02-28 15:51:42,14.2732,67.6326,0.15,-1,0.5,-1
2018-02-28 15:52:42,14.2698,67.6366,0.15,-1,0.5,-1
2018-02-28 15:53:42,14.2663,67.6406,0.15,-1,0.5,-1
2018-02-28 15:54:43,14.2629,67.6446,0.165,-1,0.55,-1
2018-02-28 15:55:43,14.2594,67.6485,0.15,-1,0.5,-1
2018-02-28 15:56:43,14.2559,67.6525,0.15,-1,0.5,-1
2018-02-28 15:57:43,14.2524,67.6563,0.165,-1,0.55,-1
2018-02-28 15:58:43,14.2492,67.6602,0.165,-1,0.55,-1
2018-02-28 15:59:43,14.2462,67.6641,0.15,-1,0.5,-1
2018-02-28 16:00:44,14.2428,67.668,0.165,-1,0.55,-1
2018-02-28 16:01:44,14.2395,67.6719,0.15,-1,0.5,-1
2018-02-28 16:02:44,14.235999999999999,67.6757,0.15,-1,0.5,-1
2018-02-28 16:03:44,14.2325,67.6795,0.15,-1,0.5,-1
2018-02-28 16:04:44,14.229000000000001,67.6833,0.15,-1,0.5,-1
2018-02-28 16:05:44,14.2254,67.6871,0.15,-1,0.5,-1
2018-02-28 16:06:45,14.2217,67.6909,0.15,-1,0.5,-1
2018-02-28 16:07:45,14.2182,67.6947,0.15,-1,0.5,-1
2018-02-28 16:08:45,14.2147,67.6986,0.15,-1,0.5,-1
2018-02-28 16:09:45,14.2111,67.7024,0.15,-1,0.5,-1
2018-02-28 16:10:45,14.2075,67.7062,0.15,-1,0.5,-1
2018-02-28 16:11:45,14.204,67.71,0.165,-1,0.55,-1
2018-02-28 16:12:45,14.2004,67.7138,0.15,-1,0.5,-1
2018-02-28 16:13:46,14.1968,67.7177,0.15,-1,0.5,-1
2018-02-28 16:14:46,14.1932,67.7215,0.165,-1,0.55,-1
2018-02-28 16:15:46,14.1895,67.7253,0.15,-1,0.5,-1
2018-02-28 16:16:46,14.1859,67.7291,0.15,-1,0.5,-1
2018-02-28 16:17:46,14.1824,67.7329,0.15,-1,0.5,-1
2018-02-28 16:18:46,14.1788,67.7366,0.165,-1,0.55,-1
2018-02-28 16:19:46,14.1754,67.7405,0.165,-1,0.55,-1
2018-02-28 16:20:47,14.1719,67.7443,0.165,-1,0.55,-1
2018-02-28 16:21:47,14.1685,67.748,0.165,-1,0.55,-1
2018-02-28 16:22:47,14.1649,67.7518,0.165,-1,0.55,-1
2018-02-28 16:23:47,14.1614,67.7555,0.165,-1,0.55,-1
2018-02-28 16:24:47,14.1579,67.7592,0.165,-1,0.55,-1
2018-02-28 16:25:47,14.1544,67.763,0.165,-1,0.55,-1
2018-02-28 16:26:47,14.1509,67.7668,0.15,-1,0.5,-1
2018-02-28 16:27:48,14.1474,67.7706,0.15,-1,0.5,-1
2018-02-28 16:28:48,14.1439,67.7743,0.165,-1,0.55,-1
2018-02-28 16:29:48,14.1404,67.7781,0.15,-1,0.5,-1
2018-02-28 16:30:48,14.1368,67.7818,0.165,-1,0.55,-1
2018-02-28 16:31:48,14.1333,67.7856,0.15,-1,0.5,-1
2018-02-28 16:32:48,14.1298,67.7894,0.165,-1,0.55,-1
2018-02-28 16:33:48,14.1261,67.7932,0.15,-1,0.5,-1
2018-02-28 16:34:49,14.1226,67.797,0.15,-1,0.5,-1
2018-02-28 16:35:49,14.119000000000002,67.8008,0.15,-1,0.5,-1
2018-02-28 16:36:49,14.1154,67.8046,0.15,-1,0.5,-1
2018-02-28 16:37:49,14.1119,67.8084,0.15,-1,0.5,-1
2018-02-28 16:38:49,14.1083,67.8122,0.15,-1,0.5,-1
2018-02-28 16:39:49,14.1047,67.816,0.15,-1,0.5,-1
2018-02-28 16:40:50,14.1011,67.8199,0.165,-1,0.55,-1
2018-02-28 16:41:50,14.0974,67.8238,0.15,-1,0.5,-1
2018-02-28 16:42:50,14.0938,67.8276,0.15,-1,0.5,-1
2018-02-28 16:43:50,14.0901,67.8315,0.165,-1,0.55,-1
2018-02-28 16:44:50,14.0865,67.8353,0.15,-1,0.5,-1
2018-02-28 16:45:50,14.0828,67.8392,0.165,-1,0.55,-1
2018-02-28 16:46:50,14.0793,67.8431,0.165,-1,0.55,-1
2018-02-28 16:47:51,14.0755,67.8471,0.165,-1,0.55,-1
2018-02-28 16:48:51,14.0719,67.851,0.165,-1,0.55,-1
2018-02-28 16:49:51,14.0683,67.8549,0.165,-1,0.55,-1
2018-02-28 16:50:51,14.0646,67.8588,0.165,-1,0.55,-1
2018-02-28 16:51:51,14.0607,67.8626,0.165,-1,0.55,-1
2018-02-28 16:52:51,14.057,67.8666,0.15,-1,0.5,-1
2018-02-28 16:53:51,14.0534,67.8706,0.165,-1,0.55,-1
2018-02-28 16:54:52,14.0497,67.8746,0.165,-1,0.55,-1
2018-02-28 16:55:52,14.046,67.8785,0.15,-1,0.5,-1
2018-02-28 16:56:52,14.0423,67.8825,0.165,-1,0.55,-1
2018-02-28 16:57:52,14.0386,67.8864,0.165,-1,0.55,-1
2018-02-28 16:58:52,14.0348,67.8904,0.15,-1,0.5,-1
2018-02-28 16:59:52,14.0309,67.8943,0.15,-1,0.5,-1
2018-02-28 17:00:52,14.0271,67.8983,0.15,-1,0.5,-1
2018-02-28 17:01:52,14.0233,67.9023,0.15,-1,0.5,-1
2018-02-28 17:02:53,14.0196,67.9062,0.15,-1,0.5,-1
2018-02-28 17:03:53,14.0159,67.9102,0.165,-1,0.55,-1
2018-02-28 17:04:53,14.0121,67.9142,0.165,-1,0.55,-1
2018-02-28 17:05:53,14.0083,67.9181,0.165,-1,0.55,-1
2018-02-28 17:06:53,14.0045,67.922,0.165,-1,0.55,-1
2018-02-28 17:07:53,14.0007,67.926,0.15,-1,0.5,-1
2018-02-28 17:08:53,13.9968,67.93,0.165,-1,0.55,-1
2018-02-28 17:09:54,13.9932,67.9339,0.165,-1,0.55,-1
2018-02-28 17:10:54,13.9896,67.9379,0.15,-1,0.5,-1
2018-02-28 17:11:54,13.9858,67.9418,0.165,-1,0.55,-1
2018-02-28 17:12:54,13.982000000000001,67.9457,0.165,-1,0.55,-1
2018-02-28 17:13:54,13.9783,67.9496,0.165,-1,0.55,-1
2018-02-28 17:14:54,13.9744,67.9535,0.15,-1,0.5,-1
2018-02-28 17:15:54,13.9705,67.9575,0.165,-1,0.55,-1
2018-02-28 17:16:55,13.9668,67.9614,0.15,-1,0.5,-1
2018-02-28 17:17:55,13.9631,67.9654,0.165,-1,0.55,-1
2018-02-28 17:18:55,13.9594,67.9694,0.165,-1,0.55,-1
2018-02-28 17:19:55,13.9556,67.9734,0.165,-1,0.55,-1
2018-02-28 17:20:55,13.9518,67.9774,0.165,-1,0.55,-1
2018-02-28 17:21:55,13.9477,67.9815,0.165,-1,0.55,-1
2018-02-28 17:22:56,13.9441,67.9855,0.18,-1,0.6,-1
2018-02-28 17:23:56,13.9402,67.9895,0.165,-1,0.55,-1
2018-02-28 17:24:56,13.9363,67.9935,0.165,-1,0.55,-1
2018-02-28 17:25:56,13.9325,67.9975,0.165,-1,0.55,-1
2018-03-11 15:35:43,14.3006,67.6006,0.18,-1,0.6,-1
2018-03-11 15:36:43,14.2973,67.6046,0.195,1,0.65,1
2018-03-11 15:37:43,14.2939,67.6087,0.195,-1,0.65,-1
2018-03-11 15:38:43,14.2905,67.6126,0.195,-1,0.65,-1
2018-03-11 15:39:43,14.2871,67.6166,0.195,-1,0.65,-1
2018-03-11 15:40:43,14.2837,67.6205,0.18,1,0.6,1
2018-03-11 15:41:44,14.2803,67.6245,0.18,-1,0.6,-1
2018-03-11 15:42:44,14.2769,67.6284,0.18,-1,0.6,-1
2018-03-11 15:43:44,14.2734,67.6324,0.195,1,0.65,1
2018-03-11 15:44:44,14.27,67.6363,0.195,-1,0.65,-1
2018-03-11 15:45:44,14.2667,67.6402,0.195,-1,0.65,-1
2018-03-11 15:46:44,14.2634,67.6441,0.195,-1,0.65,-1
2018-03-11 15:47:45,14.2599,67.648,0.18,1,0.6,1
2018-03-11 15:48:45,14.2562,67.6518,0.195,1,0.65,1
2018-03-11 15:49:45,14.2529,67.6557,0.195,-1,0.65,-1
2018-03-11 15:50:45,14.2497,67.6597,0.18,1,0.6,1
2018-03-11 15:51:45,14.2465,67.6637,0.18,-1,0.6,-1
2018-03-11 15:52:45,14.2432,67.6676,0.195,1,0.65,1
2018-03-11 15:53:45,14.2398,67.6715,0.195,-1,0.65,-1
2018-03-11 15:54:46,14.2362,67.6754,0.195,-1,0.65,-1
2018-03-11 15:55:46,14.2325,67.6792,0.195,-1,0.65,-1
2018-03-11 15:56:46,14.229000000000001,67.6832,0.195,-1,0.65,-1
2018-03-11 15:57:46,14.2253,67.687,0.195,-1,0.65,-1
2018-03-11 15:58:46,14.2214,67.6908,0.195,-1,0.65,-1
2018-03-11 15:59:46,14.2178,67.6946,0.18,1,0.6,1
2018-03-11 16:00:47,14.2144,67.6985,0.195,1,0.65,1
2018-03-11 16:01:47,14.210999999999999,67.7024,0.18,1,0.6,1
2018-03-11 16:02:47,14.2076,67.7062,0.18,-1,0.6,-1
2018-03-11 16:03:47,14.204,67.7101,0.18,-1,0.6,-1
2018-03-11 16:04:47,14.2005,67.7139,0.18,-1,0.6,-1
2018-03-11 16:05:47,14.1969,67.7177,0.18,-1,0.6,-1
2018-03-11 16:06:48,14.1934,67.7215,0.18,-1,0.6,-1
2018-03-11 16:07:48,14.1897,67.7253,0.18,-1,0.6,-1
2018-03-11 16:08:48,14.1861,67.7292,0.165,1,0.55,1
2018-03-11 16:09:48,14.1824,67.7329,0.165,-1,0.55,-1
2018-03-11 16:10:48,14.1788,67.7367,0.165,-1,0.55,-1
2018-03-11 16:11:48,14.1753,67.7405,0.165,-1,0.55,-1
2018-03-11 16:12:49,14.1719,67.7443,0.18,1,0.6,1
2018-03-11 16:13:49,14.1684,67.7481,0.18,-1,0.6,-1
2018-03-11 16:14:49,14.1649,67.752,0.18,-1,0.6,-1
2018-03-11 16:15:49,14.1613,67.7557,0.18,-1,0.6,-1
2018-03-11 16:16:49,14.1577,67.7595,0.18,-1,0.6,-1
2018-03-11 16:17:49,14.1542,67.7632,0.18,-1,0.6,-1
2018-03-11 16:18:50,14.1507,67.767,0.18,-1,0.6,-1
2018-03-11 16:19:50,14.1472,67.7708,0.18,-1,0.6,-1
2018-03-11 16:20:50,14.1437,67.7745,0.18,-1,0.6,-1
2018-03-11 16:21:50,14.1401,67.7783,0.18,-1,0.6,-1
2018-03-11 16:22:50,14.1366,67.7821,0.18,-1,0.6,-1
2018-03-11 16:23:50,14.1331,67.7858,0.18,-1,0.6,-1
2018-03-11 16:24:50,14.1296,67.7896,0.18,-1,0.6,-1
2018-03-11 16:25:51,14.1261,67.7933,0.18,-1,0.6,-1
2018-03-11 16:26:51,14.1227,67.797,0.18,-1,0.6,-1
2018-03-11 16:27:51,14.1191,67.8008,0.18,-1,0.6,-1
2018-03-11 16:28:51,14.1156,67.8045,0.18,-1,0.6,-1
2018-03-11 16:29:51,14.1119,67.8083,0.18,-1,0.6,-1
2018-03-11 16:30:52,14.1084,67.812,0.165,1,0.55,1
2018-03-11 16:31:52,14.105,67.8156,0.18,1,0.6,1
2018-03-11 16:32:52,14.1017,67.8191,0.18,-1,0.6,-1
2018-03-11 16:33:52,14.0985,67.8226,0.195,1,0.65,1
2018-03-11 16:34:52,14.0951,67.8261,0.195,-1,0.65,-1
2018-03-11 16:35:52,14.0918,67.8296,0.195,-1,0.65,-1
2018-03-11 16:36:52,14.0885,67.8331,0.195,-1,0.65,-1
2018-03-11 16:37:53,14.0853,67.8366,0.18,1,0.6,1
2018-03-11 16:38:53,14.0821,67.8402,0.18,-1,0.6,-1
2018-03-11 16:39:53,14.0788,67.8438,0.195,1,0.65,1
2018-03-11 16:40:53,14.0756,67.8473,0.195,-1,0.65,-1
2018-03-11 16:41:53,14.0722,67.8508,0.195,-1,0.65,-1
2018-03-11 16:42:53,14.069,67.8543,0.195,-1,0.65,-1
2018-03-11 16:43:53,14.0657,67.8577,0.195,-1,0.65,-1
2018-03-11 16:44:54,14.0624,67.8611,0.195,-1,0.65,-1
2018-03-11 16:45:54,14.059000000000001,67.8645,0.18,1,0.6,1
2018-03-11 16:46:54,14.0557,67.8679,0.195,1,0.65,1
2018-03-11 16:47:54,14.0524,67.8713,0.18,1,0.6,1
2018-03-11 16:48:54,14.0493,67.8747,0.195,1,0.65,1
2018-03-11 16:49:54,14.0461,67.8782,0.195,-1,0.65,-1
2018-03-11 16:50:54,14.0428,67.8816,0.195,-1,0.65,-1
2018-03-11 16:51:55,14.0396,67.8851,0.18,1,0.6,1
2018-03-11 16:52:55,14.0363,67.8885,0.195,1,0.65,1
2018-03-11 16:53:55,14.0331,67.8921,0.195,-1,0.65,-1
2018-03-11 16:54:55,14.0297,67.8955,0.195,-1,0.65,-1
2018-03-11 16:55:55,14.0263,67.899,0.195,-1,0.65,-1
2018-03-11 16:56:55,14.0231,67.9025,0.195,-1,0.65,-1
2018-03-11 16:57:55,14.0198,67.9059,0.195,-1,0.65,-1
2018-03-11 16:58:55,14.0164,67.9094,0.195,-1,0.65,-1
2018-03-11 16:59:56,14.0131,67.9129,0.195,-1,0.65,-1
2018-03-11 17:00:56,14.0098,67.9164,0.195,-1,0.65,-1
2018-03-11 17:01:56,14.0064,67.9199,0.195,-1,0.65,-1
2018-03-11 17:02:56,14.0031,67.9233,0.195,-1,0.65,-1
2018-03-11 17:03:56,13.9999,67.9268,0.18,1,0.6,1
2018-03-11 17:04:57,13.9967,67.9303,0.18,-1,0.6,-1
2018-03-11 17:05:57,13.9935,67.9337,0.195,1,0.65,1
2018-03-11 17:06:57,13.9902,67.9372,0.21,1,0.7,1
2018-03-11 17:07:57,13.9869,67.9407,0.195,1,0.65,1
2018-03-11 17:08:57,13.9835,67.9441,0.195,-1,0.65,-1
2018-03-11 17:09:57,13.9803,67.9475,0.195,-1,0.65,-1
2018-03-11 17:10:57,13.977,67.95100000000001,0.195,-1,0.65,-1
2018-03-11 17:11:57,13.9737,67.9544,0.21,1,0.7,1
2018-03-11 17:12:58,13.9705,67.9578,0.21,-1,0.7,-1
2018-03-11 17:13:58,13.9673,67.9612,0.195,1,0.65,1
2018-03-11 17:14:58,13.964,67.9647,0.18,1,0.6,1
2018-03-11 17:15:58,13.9605,67.9682,0.195,1,0.65,1
2018-03-11 17:16:58,13.9573,67.9716,0.18,1,0.6,1
2018-03-11 17:17:58,13.954,67.975,0.195,1,0.65,1
2018-03-11 17:18:58,13.9508,67.9785,0.195,-1,0.65,-1
2018-03-11 17:19:59,13.9474,67.982,0.195,-1,0.65,-1
2018-03-11 17:20:59,13.9439,67.9856,0.195,-1,0.65,-1
2018-03-11 17:21:59,13.9404,67.9893,0.195,-1,0.65,-1
2018-03-11 17:22:59,13.9368,67.993,0.195,-1,0.65,-1
2018-03-11 17:23:59,13.9333,67.9967,0.195,-1,0.65,-1
2018-03-16 22:06:51,13.93,67.9995,0.21,1,0.7,1
2018-03-16 22:07:51,13.9337,67.9956,0.225,1,0.75,1
2018-03-16 22:08:52,13.9374,67.9917,0.21,1,0.7,1
2018-03-16 22:09:52,13.9412,67.9878,0.195,1,0.65,1
2018-03-16 22:10:52,13.9448,67.9839,0.195,-1,0.65,-1
2018-03-16 22:11:52,13.9485,67.98,0.21,1,0.7,1
2018-03-16 22:12:52,13.9522,67.9761,0.195,1,0.65,1
2018-03-16 22:13:52,13.956,67.9722,0.195,-1,0.65,-1
2018-03-16 22:14:52,13.9597,67.9682,0.195,-1,0.65,-1
2018-03-16 22:15:53,13.9634,67.9642,0.195,-1,0.65,-1
2018-03-16 22:16:53,13.967,67.9603,0.195,-1,0.65,-1
2018-03-16 22:17:53,13.9707,67.9564,0.21,1,0.7,1
2018-03-16 22:18:53,13.9744,67.9524,0.21,-1,0.7,-1
2018-03-16 22:19:53,13.9781,67.9486,0.21,-1,0.7,-1
2018-03-16 22:20:53,13.9817,67.9447,0.21,-1,0.7,-1
2018-03-16 22:21:53,13.9855,67.9407,0.21,-1,0.7,-1
2018-03-16 22:22:54,13.9891,67.9369,0.21,-1,0.7,-1
2018-03-16 22:23:54,13.9927,67.933,0.195,1,0.65,1
2018-03-16 22:24:54,13.9963,67.9292,0.195,-1,0.65,-1
2018-03-16 22:25:54,13.9999,67.9253,0.21,1,0.7,1
2018-03-16 22:26:54,14.0034,67.9216,0.225,1,0.75,1
2018-03-16 22:27:54,14.007,67.9177,0.195,1,0.65,1
2018-03-16 22:28:54,14.0106,67.9139,0.195,-1,0.65,-1
2018-03-16 22:29:54,14.0141,67.9101,0.21,1,0.7,1
2018-03-16 22:30:54,14.0177,67.9063,0.21,-1,0.7,-1
2018-03-16 22:31:55,14.0213,67.9025,0.21,-1,0.7,-1
2018-03-16 22:32:55,14.025,67.8987,0.195,1,0.65,1
2018-03-16 22:33:55,14.0288,67.895,0.18,1,0.6,1
2018-03-16 22:34:55,14.0322,67.8911,0.195,1,0.65,1
2018-03-16 22:35:55,14.0356,67.8873,0.18,1,0.6,1
2018-03-16 22:36:55,14.0392,67.8834,0.18,-1,0.6,-1
2018-03-16 22:37:56,14.0427,67.8796,0.195,1,0.65,1
2018-03-16 22:38:56,14.0463,67.8758,0.195,-1,0.65,-1
2018-03-16 22:39:56,14.0498,67.8719,0.18,1,0.6,1
2018-03-16 22:40:56,14.0535,67.8681,0.18,-1,0.6,-1
2018-03-16 22:41:56,14.0572,67.8643,0.195,1,0.65,1
2018-03-16 22:42:56,14.0608,67.8605,0.195,-1,0.65,-1
2018-03-16 22:43:57,14.0643,67.8567,0.195,-1,0.65,-1
2018-03-16 22:44:57,14.0679,67.8529,0.195,-1,0.65,-1
2018-03-16 22:45:57,14.0715,67.8491,0.18,1,0.6,1
2018-03-16 22:46:57,14.075,67.8452,0.195,1,0.65,1
2018-03-16 22:47:57,14.0785,67.8414,0.195,-1,0.65,-1
2018-03-16 22:48:57,14.0821,67.8376,0.195,-1,0.65,-1
2018-03-16 22:49:57,14.0857,67.8337,0.195,-1,0.65,-1
2018-03-16 22:50:57,14.0893,67.8299,0.195,-1,0.65,-1
2018-03-16 22:51:58,14.0929,67.8261,0.195,-1,0.65,-1
2018-03-16 22:52:58,14.0965,67.8223,0.195,-1,0.65,-1
2018-03-16 22:53:58,14.1001,67.8185,0.195,-1,0.65,-1
2018-03-16 22:54:58,14.1035,67.8147,0.195,-1,0.65,-1
2018-03-16 22:55:58,14.107000000000001,67.811,0.21,1,0.7,1
2018-03-16 22:56:58,14.1106,67.8072,0.195,1,0.65,1
2018-03-16 22:57:58,14.1141,67.8034,0.195,-1,0.65,-1
2018-03-16 22:58:59,14.1176,67.7996,0.195,-1,0.65,-1
2018-03-16 22:59:59,14.1211,67.7958,0.195,-1,0.65,-1
2018-03-16 23:00:59,14.1247,67.792,0.195,-1,0.65,-1
2018-03-16 23:01:59,14.1283,67.7882,0.195,-1,0.65,-1
2018-03-16 23:02:59,14.1319,67.7843,0.195,-1,0.65,-1
2018-03-16 23:04:00,14.1355,67.7804,0.195,-1,0.65,-1
2018-03-16 23:05:00,14.1391,67.7766,0.195,-1,0.65,-1
2018-03-16 23:06:00,14.1427,67.7727,0.195,-1,0.65,-1
2018-03-16 23:07:00,14.1463,67.7689,0.195,-1,0.65,-1
2018-03-16 23:08:00,14.1499,67.765,0.195,-1,0.65,-1
2018-03-16 23:09:00,14.1536,67.7611,0.195,-1,0.65,-1
2018-03-16 23:10:00,14.1572,67.7572,0.195,-1,0.65,-1
2018-03-16 23:11:01,14.1608,67.7533,0.195,-1,0.65,-1
2018-03-16 23:12:01,14.1646,67.7494,0.195,-1,0.65,-1
2018-03-16 23:13:01,14.1682,67.7455,0.21,1,0.7,1
2018-03-16 23:14:01,14.1717,67.7416,0.195,1,0.65,1
2018-03-16 23:15:01,14.1753,67.7377,0.21,1,0.7,1
2018-03-16 23:16:01,14.1791,67.7337,0.21,-1,0.7,-1
