time,longitude,latitude,oxygen_temperature_frozen_test,pco2_water_temperature_global_range_test,pco2_temperature,pco2_temperature,pco2_air_temperature,air_temperature,inlet_temperature_frozen_test,pco2_temperature_global_range_test,pco2_water_temperature,rtqc_temperature_difference_test,pco2_water_temperature_frozen_test,pco2_temperature_frozen_test,ctd_temperature_frozen_test,pco2_air_temperature,pco2_water_temperature_frozen_test,pco2_water_temperature,pco2_temperature_frozen_test,pco2_air_temperature_global_range_test,pco2_air_temperature_global_range_test,oxygen_temperature,inlet_temperature,inlet_temperature_global_range_test,water_temperature,ctd_temperature_global_range_test,pco2_water_temperature_global_range_test,pco2_air_temperature_frozen_test,ctd_temperature,pco2_air_temperature_frozen_test,pco2_temperature_global_range_test,temperature,oxygen_temperature_global_range_test
2018-01-21 20:59:59,11.076,64.7872,1.0,1,5.809180998985026,5.809180998985026,12.468074072689351,13.407142857142851,1.0,1,9.512617625947584,1,-1.0,1.0,1.0,12.468074072689351,-1.0,9.51261762594759,1,1,1,6.48913438507968,5.809616527746725,1,11.01666666666665,1,1,-1,6.29747367440573,-1.0,1,5.46752619047619,1
2018-01-22 07:00:30,10.4072,63.4432,1.0,1,5.9338322377564054,5.9338322377564054,12.7172459849487,12.10714285714285,1.0,1,9.608374181514485,1,0.0,1.0,1.0,12.71724598494865,0.0,9.60837418151449,1,1,1,6.640562750582109,5.933551211749631,1,9.516666666666666,1,1,-1,6.43555754949642,-1.0,1,5.939542857142855,1
2018-01-22 17:00:56,7.3209,63.0525,1.0,1,6.2540302489528745,6.2540302489528745,13.0622525457246,12.3,1.0,1,9.95259159609734,1,0.0,1.0,1.0,13.06225254572455,0.0,9.95259159609734,1,1,1,6.990661135622485,6.253661188375215,1,9.33333333333333,1,1,-1,6.7814231944178,-1.0,1,5.7505,1
2018-01-23 03:01:36,5.1202,62.2131,0.0,1,6.294476871639345,6.29447687163934,13.4253726851815,12.3,0.0,1,10.306742071832499,1,-1.0,0.0,0.0,13.4253726851815,-1.0,10.306742071832499,0,1,1,7.13869230769231,6.296177564102565,1,9.33333333333333,1,1,-1,6.89320438034188,-1.0,1,5.7505,1
2018-01-23 13:02:10,5.2603,60.4444,0.0,1,6.41608918010001,6.4160891801000055,14.08141767545025,12.3,0.0,1,10.872908163998549,1,-1.0,0.0,0.0,14.08141767545025,-1.0,10.872908163998549,0,1,1,7.3586007751938,6.418223643410855,1,9.33333333333333,1,1,-1,7.07253591731266,-1.0,1,5.7505,1
2018-01-23 23:02:37,4.8978,60.6108,1.0,1,6.495170824705745,6.495170824705745,14.33862973337985,13.11875,1.0,1,10.88349845918355,1,0.0,1.0,1.0,14.33862973337985,0.0,10.88349845918355,1,1,1,7.474115812787785,6.495383167220375,1,9.854166666666664,1,1,-1,7.1681101445474145,-1.0,1,5.9215374999999995,1
2018-01-24 09:03:03,5.6461,62.315,1.0,1,6.053596297154665,6.053596297154665,14.0240323563775,14.025,1.0,1,10.3841139377592,1,0.0,1.0,1.0,14.0240323563775,0.0,10.3841139377592,1,1,1,7.075763586917005,6.053596919038405,1,10.4875,1,1,-1,6.75714742732072,-1.0,1,6.1554875,1
2018-01-24 19:03:31,6.8632,62.9693,0.0,1,5.35150773311252,5.35150773311252,13.596007106394751,14.1125,0.0,1,9.910237655556159,1,-1.0,0.0,0.0,13.596007106394751,-1.0,9.910237655556156,0,1,1,6.3962176214879705,5.351428288699675,1,10.6,1,1,-1,6.062055903407845,-1.0,1,6.2184,1
2018-01-25 05:03:57,10.4067,63.442,-1.0,1,5.150454171098035,5.150454171098035,13.28689427994695,14.1125,-1.0,1,9.742554559925475,1,-1.0,-1.0,-1.0,13.28689427994695,-1.0,9.742554559925475,-1,1,1,6.15706984735875,5.148962598897145,1,10.6,1,1,-1,5.83244497722369,-1.0,1,6.2184,1
2018-01-25 15:04:25,9.7762,64.0167,0.0,1,5.093938371335765,5.093938371335765,13.0337011257705,13.15625,0.0,1,9.66019312705348,1,0.0,0.0,0.0,13.03370112577055,0.0,9.660193127053489,0,1,1,6.080263696542115,5.093167585576165,1,9.625,1,1,-1,5.771801724588455,-1.0,1,5.422475,1
2018-01-26 01:04:51,12.2652,65.6696,1.0,1,4.832290347730115,4.832290347730115,12.7322002675207,12.2,1.0,1,9.120348876404616,1,0.0,1.0,1.0,12.7322002675207,0.0,9.12034887640462,1,1,1,5.8621914927768906,4.831429213483145,1,8.65,1,1,-1,5.541279133226325,-1.0,1,4.62655,1
2018-01-26 11:05:19,14.3401,67.2811,1.0,1,4.717493780449935,4.717493780449935,12.820674055384501,12.2,1.0,1,9.325410144921465,1,0.0,1.0,1.0,12.820674055384451,0.0,9.32541014492146,1,1,1,5.732339382239385,4.71501891891892,1,8.65,1,1,-1,5.41572992277992,-1.0,1,4.62655,1
2018-01-26 21:05:45,14.5686,68.2301,1.0,1,4.308500920188315,4.308500920188315,13.69749952244185,12.2,1.0,1,9.44197343400759,1,1.0,1.0,1.0,13.69749952244185,1.0,9.441973434007586,1,1,1,5.34856496363473,4.307259782706295,1,8.65,1,1,-1,5.02114620184969,-1.0,1,4.62655,1
