time,longitude,latitude,pco2_water_temperature_frozen_test,pco2_water_temperature,oxygen_temperature_frozen_test,inlet_temperature_frozen_test,pco2_temperature,pco2_water_temperature,ctd_temperature_frozen_test,pco2_water_temperature_global_range_test,oxygen_temperature_global_range_test,monkey_temperature_frozen_test,oxygen_temperature,pco2_air_temperature_global_range_test,inlet_temperature,air_temperature,pco2_water_temperature_frozen_test,ctd_temperature,pco2_temperature_global_range_test,pco2_water_temperature_global_range_test,rtqc_temperature_difference_test,pco2_air_temperature,pco2_temperature_frozen_test,pco2_air_temperature_global_range_test,pco2_temperature_frozen_test,pco2_air_temperature_frozen_test,pco2_temperature,monkey_temperature_global_range_test,pco2_air_temperature_frozen_test,pco2_air_temperature,monkey_temperature,water_temperature,pco2_temperature_global_range_test,temperature,ctd_temperature_global_range_test,inlet_temperature_global_range_test
2018-01-17 00:00:50,18.9866,69.6771,-1.0,8.54656903766154,0.5,1,6.01929629707243,8.54656903766155,1,1,1,1,6.96197907949792,1,6.01882426778243,11.9,-1.0,6.90212970711297,1,1,-1.0,11.9181171548167,1.0,1,1.0,-1.0,6.01929629707243,1,-1.0,11.9181171548167,9.42192468619247,8.55,1,6.175175,1,1
2018-01-18 00:00:02,18.9867,69.6772,-1.0,8.54656903766154,1.0,1,6.01929629707243,8.54656903766155,1,1,1,1,6.96197907949792,1,6.01882426778243,11.9,-1.0,6.90212970711297,1,1,-1.0,11.9181171548167,1.0,1,1.0,-1.0,6.01929629707243,1,-1.0,11.9181171548167,9.42192468619247,8.55,1,6.175175,1,1
2018-01-18 10:00:23,18.9867,69.6771,-1.0,8.54656903766154,0.3333333333333333,1,6.01929629707243,8.54656903766155,1,1,1,1,6.96197907949792,1,6.01882426778243,11.9,-1.0,6.90212970711297,1,1,-1.0,11.9181171548167,1.0,1,1.0,-1.0,6.01929629707243,1,-1.0,11.9181171548167,9.42192468619247,8.55,1,6.175175,1,1
2018-01-19 00:00:18,18.9867,69.6771,-1.0,8.54656903766154,0.3333333333333333,1,6.01929629707243,8.54656903766155,1,1,1,1,6.96197907949792,1,6.01882426778243,11.9,-1.0,6.90212970711297,1,1,-0.3333333333333333,11.9181171548167,1.0,1,1.0,-1.0,6.01929629707243,1,-1.0,11.9181171548167,9.42192468619247,8.55,1,6.175175,1,1
2018-01-20 00:00:48,19.815,70.9681,-1.0,8.79074973864279,1.0,1,6.238261454038535,8.790749738642795,1,1,1,1,7.220845132403395,1,6.237604955260165,12.350000000000001,-1.0,7.11379189863161,1,1,1.0,12.27999625130975,1.0,1,1.0,-1.0,6.238261454038535,1,-1.0,12.27999625130975,10.058641808872535,8.725000000000001,1,6.2945075,1,1
2018-01-20 10:01:26,18.3162,72.5294,-1.0,8.58939192579388,1.0,1,6.381210055199596,8.589391925793883,1,1,1,1,6.85794970694069,1,6.3793472106525435,12.047619047619035,-1.0,6.780532098519959,1,1,1.0,12.140140797477867,1.0,1,1.0,-1.0,6.3812100551996,1,-1.0,12.140140797477867,10.693039841705634,8.369841269841269,1,6.2274926984127,1,1
2018-01-21 00:00:27,16.0655,74.7243,-1.0,6.669565681905885,1.0,1,4.530614372540515,6.66956568190589,1,1,1,1,4.90258623188406,1,4.528902341137125,10.075,-1.0,4.627719509476035,1,1,1.0,10.40557320698623,1.0,1,1.0,-1.0,4.530614372540519,1,-1.0,10.405573206986226,9.90318450390188,6.458333333333335,1,4.366677083333335,1,1
2018-01-21 10:01:05,13.9993,76.4281,0.0,4.28521367521322,1.0,1,2.0381282521334594,4.28521367521322,1,1,1,1,2.4633128205128196,1,2.0386519230769258,9.25,0.0,2.106491666666666,1,1,1.0,8.60952457265351,1.0,1,1.0,0.0,2.0381282521334594,1,0.0,8.609524572653509,8.446967948717944,5.25,1,3.0292875,1,1
2018-01-22 00:00:29,14.9642,78.2191,-0.3333333333333333,3.22752136751868,1.0,1,0.8514907692233226,3.22752136751868,1,1,1,1,1.0426935897435865,1,0.6479128205128206,9.25,-0.3333333333333333,0.8882561965811969,1,1,1.0,7.985235042744331,0.3333333333333333,1,0.3333333333333333,-0.3333333333333333,0.8514907692233226,1,-0.3333333333333333,7.985235042744336,7.875179487179487,5.25,1,3.0292875,1,1
2018-01-23 00:00:27,13.3385,78.0972,-1.0,3.39474358975366,1.0,1,0.79087294871897,3.39474358975366,1,1,1,1,1.97141245819398,1,1.045547324414715,9.25,-1.0,1.8276894788182834,1,1,1.0,8.70769230770507,-1.0,1,-1.0,-1.0,0.79087294871897,1,-1.0,8.70769230770507,8.965177257525081,5.25,1,3.0292875,1,1
