time,longitude,latitude,pco2_air_temperature_global_range_test,pco2_temperature_frozen_test,pco2_temperature_global_range_test,inlet_temperature_frozen_test,ctd_temperature_global_range_test,pco2_temperature_frozen_test,pco2_air_temperature_global_range_test,water_temperature,ctd_temperature,ctd_temperature_frozen_test,oxygen_temperature_global_range_test,pco2_water_temperature_frozen_test,pco2_water_temperature_global_range_test,air_temperature,pco2_air_temperature,inlet_temperature_global_range_test,pco2_water_temperature,oxygen_temperature,pco2_air_temperature_frozen_test,pco2_temperature,pco2_air_temperature,pco2_water_temperature_frozen_test,pco2_water_temperature,temperature,pco2_air_temperature_frozen_test,inlet_temperature,rtqc_temperature_difference_test,oxygen_temperature_frozen_test,pco2_water_temperature_global_range_test,pco2_temperature_global_range_test,pco2_temperature
2018-01-20 14:51:23,15.1495,68.5136,1,1.0,1,1.0,1,1,1,12.3333333333333,5.6120669540229855,1.0,1,0.0,1,14.9,12.176813251573499,1,8.995060234065145,5.8244367816091955,-1.0,5.083662466008235,12.176813251573499,0.0,8.995060234065145,4.80646666666667,-1,5.083125,1,1.0,1,1,5.083662466008235
2018-01-21 00:51:54,14.3823,67.3401,1,0.0,1,0.0,1,0,1,12.3333333333333,5.71336301369863,0.0,1,-1.0,1,14.9,11.9953200283051,1,8.874683383167755,5.918610140135415,-1.0,5.197026244425304,11.9953200283051,-1.0,8.874683383167755,4.80646666666667,-1,5.19720982522437,1,0.0,1,1,5.197026244425304
2018-01-21 10:52:26,12.7466,66.1117,1,0.0,1,0.0,1,0,1,12.3333333333333,6.09770906379497,0.0,1,-1.0,1,14.9,12.35507235720705,1,9.29832647960817,6.295903476126375,-1.0,5.59830757676687,12.35507235720705,-1.0,9.29832647960817,4.80646666666667,-1,5.59945761606883,1,0.0,1,1,5.59830757676687
2018-01-21 20:52:58,11.1213,64.8075,1,1.0,1,1.0,1,1,1,11.01666666666665,6.297473674405735,1.0,1,-1.0,1,13.407142857142851,12.468074072689351,1,9.51261762594759,6.48913438507968,-1.0,5.809180998985026,12.468074072689351,-1.0,9.51261762594758,5.46752619047619,-1,5.809616527746725,1,1.0,1,1,5.809180998985026
2018-01-22 06:53:29,10.4073,63.4431,1,1.0,1,1.0,1,1,1,9.516666666666666,6.435557549496425,1.0,1,0.0,1,12.10714285714285,12.7172459849487,1,9.60837418151449,6.640562750582109,-1.0,5.933832237756411,12.71724598494865,0.0,9.608374181514485,5.939542857142855,-1,5.933551211749631,1,1.0,1,1,5.9338322377564054
2018-01-22 16:53:55,7.3772,63.0661,1,1.0,1,1.0,1,1,1,9.33333333333333,6.7814231944178,1.0,1,0.0,1,12.3,13.0622525457246,1,9.95259159609734,6.990661135622485,-1.0,6.25403024895288,13.06225254572455,0.0,9.952591596097346,5.7505,-1,6.253661188375215,1,1.0,1,1,6.2540302489528745
2018-01-23 02:54:35,5.1677,62.2283,1,0.0,1,0.0,1,0,1,9.33333333333333,6.89320438034188,0.0,1,-1.0,1,12.3,13.4253726851815,1,10.306742071832499,7.13869230769231,-1.0,6.294476871639345,13.4253726851815,-1.0,10.306742071832499,5.7505,-1,6.296177564102565,1,0.0,1,1,6.294476871639345
2018-01-23 12:55:08,5.2402,60.471,1,0.0,1,0.0,1,0,1,9.33333333333333,7.07253591731266,0.0,1,-1.0,1,12.3,14.08141767545025,1,10.872908163998549,7.3586007751938,-1.0,6.41608918010001,14.08141767545025,-1.0,10.872908163998549,5.7505,-1,6.418223643410855,1,0.0,1,1,6.41608918010001
2018-01-23 22:55:36,4.9173,60.5815,1,1.0,1,1.0,1,1,1,9.854166666666664,7.1681101445474145,1.0,1,0.0,1,13.11875,14.33862973337985,1,10.88349845918355,7.474115812787785,-1.0,6.495170824705745,14.33862973337985,0.0,10.88349845918355,5.9215374999999995,-1,6.495383167220375,1,1.0,1,1,6.495170824705745
2018-01-24 08:56:02,5.5922,62.3236,1,1.0,1,1.0,1,1,1,10.4875,6.75714742732072,1.0,1,0.0,1,14.025,14.0240323563775,1,10.3841139377592,7.075763586917001,-1.0,6.053596297154665,14.0240323563775,0.0,10.3841139377592,6.1554875,-1,6.0535969190384105,1,1.0,1,1,6.053596297154665
2018-01-24 18:56:30,6.848,62.9406,1,0.0,1,0.0,1,0,1,10.6,6.062055903407845,0.0,1,-1.0,1,14.1125,13.596007106394751,1,9.910237655556156,6.396217621487965,-1.0,5.35150773311252,13.596007106394751,-1.0,9.910237655556159,6.2184,-1,5.35142828869968,1,0.0,1,1,5.35150773311252
2018-01-25 04:56:56,10.4067,63.4419,1,-1.0,1,-1.0,1,-1,1,10.6,5.83244497722369,-1.0,1,-1.0,1,14.1125,13.28689427994695,1,9.742554559925475,6.157069847358745,-1.0,5.150454171098035,13.28689427994695,-1.0,9.742554559925475,6.2184,-1,5.14896259889715,1,-1.0,1,1,5.150454171098035
2018-01-25 14:57:23,9.7725,63.989,1,0.0,1,0.0,1,0,1,9.625,5.771801724588455,0.0,1,0.0,1,13.15625,13.03370112577055,1,9.660193127053489,6.08026369654211,-1.0,5.093938371335765,13.03370112577055,0.0,9.660193127053486,5.422475,-1,5.09316758557617,1,0.0,1,1,5.093938371335765
2018-01-26 00:57:50,12.2519,65.6397,1,1.0,1,1.0,1,1,1,8.65,5.541279133226325,1.0,1,0.0,1,12.2,12.7322002675207,1,9.120348876404615,5.862191492776885,-1.0,4.83229034773011,12.73220026752075,0.0,9.12034887640462,4.62655,-1,4.831429213483145,1,1.0,1,1,4.83229034773011
2018-01-26 10:58:18,14.2657,67.2711,1,1.0,1,1.0,1,1,1,8.65,5.41572992277992,1.0,1,0.0,1,12.2,12.820674055384451,1,9.32541014492146,5.732339382239379,-1.0,4.71749378044993,12.820674055384501,0.0,9.325410144921465,4.62655,-1,4.71501891891892,1,1.0,1,1,4.71749378044993
2018-01-26 20:58:44,14.5668,68.2305,1,1.0,1,1.0,1,1,1,8.65,5.02114620184969,1.0,1,1.0,1,12.2,13.69749952244185,1,9.44197343400759,5.34856496363473,-1.0,4.308500920188315,13.69749952244185,1.0,9.44197343400759,4.62655,-1,4.307259782706295,1,1.0,1,1,4.308500920188315
2018-01-27 06:59:12,16.6239,68.8239,1,1.0,1,1.0,1,1,1,8.825,4.970655144615985,1.0,1,0.0,1,12.10714285714285,13.34253360449145,1,8.962242192038271,5.2996977802749,-1.0,4.196672562986279,13.33878357863775,0.0,9.009569253139205,4.572882142857145,-1,4.280422236336395,1,1.0,1,1,4.2804016395488205
2018-01-27 16:59:40,18.9629,69.6484,1,1.0,1,1.0,1,1,1,9.0,5.285075855342135,1.0,1,-1.0,1,12.0142857142857,12.369873417725,1,8.84079113923949,5.597907913165265,-1.0,4.32595136077138,12.37806806056105,-1.0,9.02906191643585,4.51921428571429,-1,4.65028468887555,1,1.0,1,1,4.650561487390091
2018-01-28 03:00:08,23.0189,70.532,1,1.0,1,1.0,1,1,1,9.0,5.43575722789116,1.0,1,-1.0,1,12.0142857142857,12.369873417725,1,8.84079113923949,5.739478653530375,-1.0,4.32595136077138,12.543861741535,-1.0,9.26083880678685,4.51921428571429,-1,4.818905040464459,1,1.0,1,1,4.819426766356945
2018-01-28 13:00:37,25.9685,70.9809,1,1.0,1,1.0,1,1,1,9.0,5.088220698924735,1.0,1,-1.0,1,12.0142857142857,12.369873417725,1,8.84079113923949,5.401869206525765,-1.0,4.32595136077138,12.244154590044001,-1.0,8.968484402279476,4.51921428571429,-1,4.427069466073415,1,1.0,1,1,4.429302152551105
2018-01-28 23:01:05,29.7814,70.6464,1,0.0,1,0.0,1,1,1,9.0,4.583826643179565,0.0,1,-1.0,1,12.0142857142857,12.369873417725,1,8.84079113923949,4.892272927446875,-1.0,4.32595136077138,11.478131116340752,-1.0,8.202411744816976,4.51921428571429,-1,3.940631223164155,1,0.0,1,1,3.94169970387243
2018-01-29 09:01:32,30.0722,69.7289,1,-1.0,1,-1.0,1,1,1,9.0,4.81356388999127,-1.0,1,0.0,1,12.0142857142857,11.9571788819771,1,8.699810855068051,5.0904413445511505,-1.0,4.586530975421525,11.3792824716762,-1.0,8.185627619740176,4.51921428571429,-1,4.24719371378681,1,-1.0,1,1,4.2463704305428855
2018-01-29 19:02:04,29.7273,70.6302,1,0.0,1,0.0,1,1,1,9.0,5.23749192009541,0.0,1,0.0,1,12.0142857142857,11.709143882519001,1,8.61421229399799,5.511343768634465,-1.0,4.77178781566982,11.735227290801099,-1.0,8.586997764680675,4.51921428571429,-1,4.666987924865834,1,0.0,1,1,4.666635363940465
2018-01-30 05:02:42,25.9522,70.9822,1,1.0,1,1.0,1,1,1,8.77916666666667,5.158350405176585,1.0,1,-1.0,1,11.85714285714285,11.87730068739395,1,8.63620620666135,5.46219315432995,-1.0,4.54091632763013,11.87730068739395,-1.0,8.636206206661345,4.50611547619048,-1,4.541623494194489,1,1.0,1,1,4.540916327630136
2018-01-30 15:03:09,22.3492,70.2376,1,1.0,1,1.0,1,1,1,8.55833333333334,4.80087598366314,1.0,1,-1.0,1,11.7,11.7022749942522,1,8.379543344450521,5.12943361711919,-1.0,4.146621882194875,11.7022749942522,-1.0,8.379543344450521,4.49301666666667,-1,4.146621899447769,1,1.0,1,1,4.146621882194875
2018-01-31 01:03:36,18.7595,69.5601,1,0.0,1,0.0,1,0,1,8.55833333333334,4.799358766682005,0.0,1,-1.0,1,11.7,11.8073036892161,1,8.361970624326245,5.134476069949375,-1.0,4.153502949408845,11.8073036892161,-1.0,8.361970624326245,4.49301666666667,-1,4.15376741831569,1,0.0,1,1,4.15350294940885
2018-01-31 11:04:03,15.4224,68.7409,1,0.0,1,0.0,1,0,1,8.55833333333334,5.096829718070505,0.0,1,-1.0,1,11.7,12.13586464124375,1,8.699375921141556,5.407179528519761,-1.0,4.48334944883775,12.13586464124375,-1.0,8.69937592114156,4.49301666666667,-1,4.484570905050325,1,0.0,1,1,4.48334944883775
2018-01-31 21:04:32,13.8403,68.1211,1,1.0,1,1.0,1,1,1,9.100595238095242,5.45727386802863,1.0,1,0.0,1,12.05,12.2988943225121,1,9.170574256035405,5.746519003370739,-1.0,4.8597182713177745,12.2988943225121,0.0,9.170574256035415,4.82776547619048,-1,4.86095958429561,1,1.0,1,1,4.85971827131777
2018-02-01 07:05:01,13.3346,66.791,1,1.0,1,1.0,1,1,1,9.813095238095237,6.04884585035374,1.0,1,0.0,1,13.225000000000001,12.75554743519475,1,9.83366672920784,6.340103359513185,-1.0,5.4521637860934895,12.75554743519475,0.0,9.833666729207845,4.992957142857145,-1,5.452617943548384,1,1.0,1,1,5.4521637860934895
2018-02-01 17:05:28,11.9299,65.2541,1,1.0,1,1.0,1,1,1,9.98333333333333,6.35262936449341,1.0,1,-1.0,1,14.05,12.93934360210125,1,10.02062017924153,6.63575724102681,-1.0,5.76625080537322,12.93934360210125,-1.0,10.02062017924153,4.8234,-1,5.76458554918219,1,1.0,1,1,5.76625080537322
2018-02-02 03:05:55,9.5236,63.6261,1,0.0,1,0.0,1,0,1,9.98333333333333,6.46877873805332,0.0,1,-1.0,1,14.05,13.1172405002948,1,10.190077920653831,6.755886129275655,-1.0,5.877270183980119,13.1172405002948,-1.0,10.190077920653831,4.8234,-1,5.87477452527666,1,0.0,1,1,5.877270183980119
2018-02-02 13:06:23,8.4921,63.3974,1,0.0,1,0.0,1,0,1,9.98333333333333,6.512099899334735,0.0,1,-1.0,1,14.05,13.455244332110901,1,10.4729977459736,6.817649247198879,-1.0,5.8749193393321395,13.455244332110901,-1.0,10.4729977459736,4.8234,-1,5.874534860819326,1,0.0,1,1,5.8749193393321395
2018-02-02 23:06:53,6.1453,62.5168,1,1.0,1,1.0,1,1,1,9.98333333333333,6.25605637254902,1.0,1,-1.0,1,14.05,13.23743803830215,1,10.24573363340725,6.564439481400035,-1.0,5.592573521373205,13.23743803830215,-1.0,10.24573363340725,4.8234,-1,5.592193673263695,1,1.0,1,1,5.592573521373205
2018-02-03 09:07:22,4.7684,61.2739,1,1.0,1,1.0,1,1,1,9.98333333333333,6.1161041666666645,1.0,1,-1.0,1,14.05,13.17449854962855,1,10.26632205215475,6.37669350801068,-1.0,5.52663422140537,13.17449854962855,-1.0,10.26632205215475,4.8234,-1,5.528934482087225,1,1.0,1,1,5.52663422140537
2018-02-03 19:07:52,5.3106,60.3926,1,0.0,1,0.0,1,0,1,9.98333333333333,6.2687825374531805,0.0,1,-1.0,1,14.05,13.43002151595415,1,10.537446413349251,6.501189640181915,-1.0,5.707252825573745,13.43002151595415,-1.0,10.537446413349251,4.8234,-1,5.710715941011236,1,0.0,1,1,5.707252825573745
2018-02-04 05:08:19,5.1411,61.8076,1,-1.0,1,-1.0,1,-1,1,9.98333333333333,6.429695935189325,-1.0,1,-1.0,1,14.05,13.9504736047324,1,10.8500250237392,6.697323763913374,-1.0,5.8216816888844445,13.9504736047324,-1.0,10.8500250237392,4.8234,-1,5.82208208562482,1,-1.0,1,1,5.8216816888844445
2018-02-04 15:08:48,6.4572,62.6272,1,0.0,1,0.0,1,0,1,9.98333333333333,6.377334768703885,0.0,1,-1.0,1,14.05,14.08410388590185,1,11.0331950214477,6.64631957560038,-1.0,5.764827357324075,14.08410388590185,-1.0,11.0331950214477,4.8234,-1,5.766184356979175,1,0.0,1,1,5.764827357324075
